temp,location,clouds,pressure,rain,humidity,wind,datetime
54.29,Fenway,0.64,999.32,,0.63,13.31,03-12-2018 17:52:54
54.39,Financial District,0.65,999.31,,0.63,13.42,03-12-2018 17:52:54
54.26,Haymarket Square,0.65,999.31,,0.63,13.49,03-12-2018 17:52:54
54.28,North End,0.65,999.31,,0.63,13.5,03-12-2018 17:52:54
54.25,North Station,0.64,999.31,,0.63,13.5,03-12-2018 17:52:54
54.3,Northeastern University,0.64,999.32,,0.63,13.29,03-12-2018 17:52:54
54.4,South Station,0.65,999.31,,0.63,13.38,03-12-2018 17:52:54
54.25,Theatre District,0.64,999.32,,0.63,13.38,03-12-2018 17:52:54
54.22,West End,0.64,999.31,,0.63,13.47,03-12-2018 17:52:54
23.12,Back Bay,0.05,1027.51,,0.47,4.17,13-12-2018 04:24:57
23.07,Beacon Hill,0.05,1027.52,,0.47,4.19,13-12-2018 04:24:57
22.99,Boston University,0.05,1027.51,,0.47,4.1,13-12-2018 04:24:57
23.07,Fenway,0.05,1027.5,,0.47,4.12,13-12-2018 04:24:57
23.21,Financial District,0.04,1027.51,,0.47,4.23,13-12-2018 04:24:57
23.13,Haymarket Square,0.05,1027.52,,0.47,4.22,13-12-2018 04:24:57
23.16,North End,0.04,1027.52,,0.47,4.23,13-12-2018 04:24:57
23.1,North Station,0.05,1027.52,,0.47,4.2,13-12-2018 04:24:57
23.14,Northeastern University,0.05,1027.5,,0.47,4.15,13-12-2018 04:24:57
23.25,South Station,0.04,1027.51,,0.47,4.24,13-12-2018 04:24:57
23.18,Theatre District,0.05,1027.51,,0.47,4.21,13-12-2018 04:24:57
23.07,West End,0.05,1027.52,,0.47,4.19,13-12-2018 04:24:57
38.14,Boston University,0.37,998.34,,0.71,10.49,29-11-2018 02:32:08
37.93,Fenway,0.37,998.28,,0.71,10.88,29-11-2018 02:32:08
38.05,Haymarket Square,0.37,998.28,,0.71,10.79,29-11-2018 02:32:08
38.08,North End,0.37,998.28,,0.71,10.82,29-11-2018 02:32:08
37.79,Northeastern University,0.37,998.33,,0.72,10.63,29-11-2018 02:32:08
39.21,South Station,0.37,998.29,,0.68,10.85,29-11-2018 02:32:08
44.21,Beacon Hill,0.89,1014.2,,0.89,4.95,26-11-2018 15:35:09
44.39,Haymarket Square,0.89,1014.21,,0.89,5.01,26-11-2018 15:35:09
44.4,North Station,0.89,1014.21,,0.89,4.99,26-11-2018 15:35:09
44.37,Northeastern University,0.88,1014.19,,0.89,4.86,26-11-2018 15:35:09
44.44,Theatre District,0.89,1014.2,,0.89,4.97,26-11-2018 15:35:09
44.36,West End,0.89,1014.21,,0.89,4.97,26-11-2018 15:35:09
47.24,Back Bay,0.41,1021.65,,0.7,6.6,15-12-2018 21:45:01
47.27,Boston University,0.41,1021.65,,0.69,6.49,15-12-2018 21:45:01
47.16,Haymarket Square,0.42,1021.65,,0.7,6.71,15-12-2018 21:45:01
47.21,North End,0.42,1021.65,,0.7,6.73,15-12-2018 21:45:01
47.14,North Station,0.42,1021.65,,0.7,6.68,15-12-2018 21:45:01
47.02,Theatre District,0.41,1021.65,,0.7,6.68,15-12-2018 21:45:01
37.99,Back Bay,0.54,1023.52,,0.71,2.37,01-12-2018 22:52:54
37.8,Fenway,0.54,1023.52,,0.72,2.4,01-12-2018 22:52:54
38.6,Financial District,0.54,1023.52,,0.7,2.33,01-12-2018 22:52:54
37.95,Haymarket Square,0.53,1023.52,,0.71,2.31,01-12-2018 22:52:54
37.99,North End,0.53,1023.52,,0.71,2.3,01-12-2018 22:52:54
37.87,North Station,0.53,1023.52,,0.72,2.3,01-12-2018 22:52:54
37.79,Northeastern University,0.55,1023.52,,0.72,2.4,01-12-2018 22:52:54
37.8,Theatre District,0.54,1023.52,,0.72,2.35,01-12-2018 22:52:54
30.93,Back Bay,0.0,1012.33,,0.46,13.06,18-12-2018 18:45:01
30.83,Haymarket Square,0.0,1012.31,,0.46,13.13,18-12-2018 18:45:01
30.85,North End,0.0,1012.31,,0.46,13.14,18-12-2018 18:45:01
30.91,Northeastern University,0.0,1012.34,,0.46,13.06,18-12-2018 18:45:01
31.2,South Station,0.0,1012.31,,0.45,13.19,18-12-2018 18:45:01
30.81,Theatre District,0.0,1012.32,,0.46,13.15,18-12-2018 18:45:01
51.97,Back Bay,0.67,999.97,,0.52,8.02,03-12-2018 19:52:54
51.94,Beacon Hill,0.67,999.97,,0.52,8.05,03-12-2018 19:52:54
52.01,Boston University,0.67,999.98,,0.52,7.94,03-12-2018 19:52:54
51.88,Fenway,0.68,999.98,,0.53,7.96,03-12-2018 19:52:54
52.45,Financial District,0.67,999.96,,0.51,8.11,03-12-2018 19:52:54
51.91,Haymarket Square,0.67,999.96,,0.52,8.1,03-12-2018 19:52:54
51.94,North End,0.67,999.96,,0.52,8.11,03-12-2018 19:52:54
51.88,North Station,0.67,999.96,,0.52,8.08,03-12-2018 19:52:54
51.89,Northeastern University,0.68,999.98,,0.53,7.99,03-12-2018 19:52:54
52.44,South Station,0.67,999.97,,0.51,8.1,03-12-2018 19:52:54
51.84,Theatre District,0.67,999.97,,0.53,8.07,03-12-2018 19:52:54
51.84,West End,0.67,999.96,,0.53,8.07,03-12-2018 19:52:54
37.88,Back Bay,0.95,1017.5,,0.66,3.82,30-11-2018 23:52:54
37.86,Beacon Hill,0.95,1017.5,,0.66,3.76,30-11-2018 23:52:54
37.81,Boston University,0.95,1017.5,,0.67,3.9,30-11-2018 23:52:54
37.61,Fenway,0.95,1017.5,,0.67,3.9,30-11-2018 23:52:54
36.09,Financial District,0.95,1017.5,,0.71,3.72,30-11-2018 23:52:54
37.84,Haymarket Square,0.95,1017.5,,0.67,3.71,30-11-2018 23:52:54
37.88,North End,0.95,1017.5,,0.66,3.7,30-11-2018 23:52:54
37.77,North Station,0.95,1017.5,,0.67,3.72,30-11-2018 23:52:54
37.65,Northeastern University,0.95,1017.5,,0.67,3.87,30-11-2018 23:52:54
36.04,South Station,0.95,1017.5,,0.72,3.72,30-11-2018 23:52:54
37.68,Theatre District,0.95,1017.5,,0.67,3.76,30-11-2018 23:52:54
37.71,West End,0.95,1017.5,,0.67,3.74,30-11-2018 23:52:54
37.48,Back Bay,0.04,1012.02,,0.66,7.91,30-11-2018 01:52:54
37.47,Beacon Hill,0.04,1012.02,,0.66,7.94,30-11-2018 01:52:54
37.47,Boston University,0.04,1012.03,,0.66,7.78,30-11-2018 01:52:54
37.34,Fenway,0.04,1012.03,,0.66,7.83,30-11-2018 01:52:54
39.66,Financial District,0.04,1012.02,,0.6,8.03,30-11-2018 01:52:54
37.46,Haymarket Square,0.04,1012.02,,0.66,8.0,30-11-2018 01:52:54
37.5,North End,0.04,1012.02,,0.66,8.02,30-11-2018 01:52:54
37.41,North Station,0.04,1012.02,,0.66,7.97,30-11-2018 01:52:54
37.34,Northeastern University,0.04,1012.03,,0.66,7.89,30-11-2018 01:52:54
39.64,South Station,0.04,1012.02,,0.6,8.03,30-11-2018 01:52:54
37.36,Theatre District,0.04,1012.02,,0.66,7.99,30-11-2018 01:52:54
37.36,West End,0.04,1012.02,,0.66,7.96,30-11-2018 01:52:54
38.44,Boston University,0.51,997.92,,0.7,10.13,29-11-2018 02:06:47
38.4,Haymarket Square,0.51,997.88,,0.7,10.41,29-11-2018 02:06:47
40.65,Back Bay,0.93,1013.76,,0.92,3.01,26-11-2018 05:14:01
40.68,North End,0.93,1013.77,,0.92,3.02,26-11-2018 05:14:01
40.54,West End,0.93,1013.77,,0.92,2.96,26-11-2018 05:14:01
37.64,Back Bay,0.62,1000.58,,0.71,10.41,29-11-2018 06:38:49
37.66,Beacon Hill,0.62,1000.57,,0.71,10.44,29-11-2018 06:38:49
37.69,Boston University,0.63,1000.61,,0.7,10.29,29-11-2018 06:38:49
37.35,Fenway,0.62,1000.6,,0.71,10.33,29-11-2018 06:38:49
38.27,Financial District,0.61,1000.56,,0.69,10.52,29-11-2018 06:38:49
37.6,Haymarket Square,0.62,1000.56,,0.71,10.48,29-11-2018 06:38:49
37.64,North End,0.61,1000.55,,0.71,10.5,29-11-2018 06:38:49
37.51,North Station,0.62,1000.56,,0.71,10.45,29-11-2018 06:38:49
37.33,Northeastern University,0.62,1000.6,,0.71,10.39,29-11-2018 06:38:49
38.19,South Station,0.61,1000.56,,0.69,10.53,29-11-2018 06:38:49
37.37,Theatre District,0.62,1000.57,,0.71,10.49,29-11-2018 06:38:49
37.45,West End,0.62,1000.57,,0.71,10.44,29-11-2018 06:38:49
29.89,South Station,0.05,1016.53,,0.84,3.2,30-11-2018 11:52:59
47.34,Back Bay,0.98,1002.73,,0.94,3.56,03-12-2018 02:52:54
47.26,Beacon Hill,0.98,1002.73,,0.94,3.57,03-12-2018 02:52:54
47.31,Boston University,0.98,1002.73,,0.94,3.41,03-12-2018 02:52:54
47.28,Fenway,0.98,1002.73,,0.94,3.48,03-12-2018 02:52:54
47.28,Financial District,0.98,1002.74,,0.94,3.67,03-12-2018 02:52:54
47.26,Haymarket Square,0.98,1002.74,,0.94,3.61,03-12-2018 02:52:54
47.28,North End,0.98,1002.74,,0.94,3.63,03-12-2018 02:52:54
47.23,North Station,0.98,1002.74,,0.94,3.58,03-12-2018 02:52:54
47.29,Northeastern University,0.98,1002.73,,0.94,3.55,03-12-2018 02:52:54
47.28,South Station,0.98,1002.74,,0.94,3.69,03-12-2018 02:52:54
47.24,Theatre District,0.98,1002.73,,0.94,3.64,03-12-2018 02:52:54
47.2,West End,0.98,1002.74,,0.94,3.57,03-12-2018 02:52:54
48.76,Beacon Hill,0.55,1021.37,,0.71,5.49,15-12-2018 20:45:02
48.6,Fenway,0.56,1021.35,,0.72,5.37,15-12-2018 20:45:02
49.92,Financial District,0.54,1021.37,,0.68,5.54,15-12-2018 20:45:02
48.6,Theatre District,0.55,1021.36,,0.72,5.5,15-12-2018 20:45:02
48.6,West End,0.55,1021.37,,0.72,5.51,15-12-2018 20:45:02
41.4,Fenway,0.27,1032.06,,0.66,4.22,14-12-2018 16:45:01
41.13,Haymarket Square,0.26,1032.08,,0.66,4.31,14-12-2018 16:45:01
41.14,North End,0.26,1032.08,,0.66,4.31,14-12-2018 16:45:01
44.54,Back Bay,0.77,1000.87,,0.96,3.49,03-12-2018 07:52:54
44.48,Beacon Hill,0.77,1000.87,,0.96,3.5,03-12-2018 07:52:54
44.49,Boston University,0.76,1000.88,,0.96,3.39,03-12-2018 07:52:54
44.4,Fenway,0.76,1000.88,,0.97,3.44,03-12-2018 07:52:54
44.5,Financial District,0.78,1000.87,,0.96,3.58,03-12-2018 07:52:54
44.45,Haymarket Square,0.78,1000.87,,0.96,3.54,03-12-2018 07:52:54
44.48,North End,0.78,1000.87,,0.96,3.55,03-12-2018 07:52:54
44.38,North Station,0.78,1000.87,,0.96,3.51,03-12-2018 07:52:54
44.44,Northeastern University,0.76,1000.88,,0.97,3.49,03-12-2018 07:52:54
44.5,South Station,0.78,1000.87,,0.97,3.59,03-12-2018 07:52:54
44.43,Theatre District,0.77,1000.87,,0.97,3.56,03-12-2018 07:52:54
44.34,West End,0.78,1000.87,,0.97,3.51,03-12-2018 07:52:54
40.52,Back Bay,0.89,1015.35,,0.94,3.32,26-11-2018 12:35:08
40.46,Beacon Hill,0.93,1015.16,,0.95,3.16,26-11-2018 12:35:08
40.35,Boston University,0.93,1015.16,,0.95,3.14,26-11-2018 12:35:08
40.38,Fenway,0.93,1015.15,,0.95,3.14,26-11-2018 12:35:08
43.08,Financial District,0.93,1015.17,,0.86,3.17,26-11-2018 12:35:08
40.55,North End,0.93,1015.17,,0.95,3.16,26-11-2018 12:35:08
40.48,North Station,0.93,1015.17,,0.95,3.16,26-11-2018 12:35:08
40.46,Northeastern University,0.93,1015.16,,0.95,3.15,26-11-2018 12:35:08
43.1,South Station,0.93,1015.16,,0.86,3.17,26-11-2018 12:35:08
40.5,Theatre District,0.93,1015.16,,0.95,3.16,26-11-2018 12:35:08
40.43,West End,0.93,1015.16,,0.95,3.16,26-11-2018 12:35:08
42.2,Beacon Hill,0.89,1012.46,0.0591,0.77,11.1,16-12-2018 22:45:02
41.94,Fenway,0.87,1012.44,0.1072,0.78,10.92,16-12-2018 22:45:02
43.08,Financial District,0.89,1012.5,0.0514,0.75,11.15,16-12-2018 22:45:02
42.01,North Station,0.89,1012.52,0.0471,0.78,11.0,16-12-2018 22:45:02
41.86,Northeastern University,0.9,1012.43,0.1011,0.78,11.04,16-12-2018 22:45:02
42.9,South Station,0.89,1012.69,0.0594,0.73,11.34,16-12-2018 22:45:02
41.97,West End,0.89,1012.51,0.0521,0.78,10.98,16-12-2018 22:45:02
32.99,Back Bay,0.18,1033.82,,0.78,3.25,14-12-2018 14:45:01
32.93,Beacon Hill,0.18,1033.82,,0.78,3.28,14-12-2018 14:45:01
32.43,Boston University,0.19,1033.81,,0.8,3.17,14-12-2018 14:45:01
33.08,Fenway,0.19,1033.81,,0.78,3.18,14-12-2018 14:45:01
32.78,Financial District,0.17,1033.82,,0.79,3.34,14-12-2018 14:45:01
33.22,Haymarket Square,0.17,1033.82,,0.77,3.32,14-12-2018 14:45:01
33.21,North End,0.17,1033.82,,0.78,3.33,14-12-2018 14:45:01
33.33,North Station,0.17,1033.82,,0.77,3.3,14-12-2018 14:45:01
33.35,Northeastern University,0.19,1033.81,,0.77,3.22,14-12-2018 14:45:01
32.85,South Station,0.17,1033.82,,0.79,3.34,14-12-2018 14:45:01
33.41,Theatre District,0.18,1033.82,,0.77,3.31,14-12-2018 14:45:01
33.32,West End,0.17,1033.82,,0.77,3.29,14-12-2018 14:45:01
32.55,Back Bay,0.0,1014.52,,0.77,4.0,30-11-2018 06:52:54
32.53,Beacon Hill,0.0,1014.52,,0.77,4.03,30-11-2018 06:52:54
32.45,Boston University,0.0,1014.52,,0.78,3.92,30-11-2018 06:52:54
32.44,Fenway,0.0,1014.52,,0.78,3.95,30-11-2018 06:52:54
32.59,Financial District,0.0,1014.52,,0.77,4.08,30-11-2018 06:52:54
32.58,Haymarket Square,0.0,1014.53,,0.77,4.06,30-11-2018 06:52:54
32.58,North End,0.0,1014.47,,0.77,4.05,30-11-2018 06:52:54
32.55,North Station,0.0,1014.53,,0.77,4.04,30-11-2018 06:52:54
32.45,Northeastern University,0.0,1014.52,,0.78,3.99,30-11-2018 06:52:54
32.58,South Station,0.0,1014.52,,0.77,4.09,30-11-2018 06:52:54
32.51,Theatre District,0.0,1014.52,,0.78,4.06,30-11-2018 06:52:54
32.5,West End,0.0,1014.53,,0.77,4.03,30-11-2018 06:52:54
40.92,Back Bay,0.96,993.93,,0.65,9.97,28-11-2018 20:43:20
40.91,Beacon Hill,0.96,993.92,,0.65,9.99,28-11-2018 20:43:20
41.04,Boston University,0.96,993.95,,0.65,9.81,28-11-2018 20:43:20
40.68,Fenway,0.96,993.95,,0.65,9.89,28-11-2018 20:43:20
41.45,Financial District,0.97,993.91,,0.64,10.11,28-11-2018 20:43:20
40.77,Haymarket Square,0.96,993.9,,0.65,10.04,28-11-2018 20:43:20
40.81,North End,0.96,993.9,,0.65,10.06,28-11-2018 20:43:20
40.67,North Station,0.96,993.9,,0.66,9.99,28-11-2018 20:43:20
40.52,Northeastern University,0.97,993.94,,0.66,9.98,28-11-2018 20:43:20
41.36,South Station,0.97,993.91,,0.64,10.13,28-11-2018 20:43:20
40.48,Theatre District,0.97,993.92,,0.66,10.07,28-11-2018 20:43:20
40.62,West End,0.96,993.91,,0.66,9.99,28-11-2018 20:43:20
44.77,Back Bay,1.0,999.76,0.0143,0.9,15.08,27-11-2018 04:15:20
44.75,Beacon Hill,1.0,999.77,0.0143,0.9,15.2,27-11-2018 04:15:20
44.78,Boston University,1.0,999.79,0.0127,0.9,14.81,27-11-2018 04:15:20
44.63,Fenway,1.0,999.76,0.0133,0.9,14.86,27-11-2018 04:15:20
44.93,Financial District,1.0,999.75,0.0167,0.89,15.37,27-11-2018 04:15:20
44.76,Haymarket Square,1.0,999.77,0.0153,0.89,15.33,27-11-2018 04:15:20
44.79,North End,1.0,999.77,0.022,0.89,15.38,27-11-2018 04:15:20
44.73,North Station,1.0,999.78,0.021,0.9,15.28,27-11-2018 04:15:20
44.61,Northeastern University,1.0,999.75,0.0143,0.9,14.98,27-11-2018 04:15:20
44.89,South Station,1.0,999.74,0.0173,0.89,15.37,27-11-2018 04:15:20
44.63,Theatre District,1.0,999.75,0.016,0.9,15.27,27-11-2018 04:15:20
44.67,West End,1.0,999.78,0.0143,0.9,15.24,27-11-2018 04:15:20
36.36,Back Bay,0.0,1012.38,,0.68,6.79,30-11-2018 02:52:54
36.34,Beacon Hill,0.0,1012.38,,0.68,6.83,30-11-2018 02:52:54
36.33,Boston University,0.0,1012.38,,0.68,6.7,30-11-2018 02:52:54
36.24,Fenway,0.0,1012.38,,0.69,6.72,30-11-2018 02:52:54
36.89,Financial District,0.0,1012.38,,0.67,6.89,30-11-2018 02:52:54
36.35,Haymarket Square,0.0,1012.37,,0.68,6.87,30-11-2018 02:52:54
36.38,North End,0.0,1012.37,,0.68,6.89,30-11-2018 02:52:54
36.31,North Station,0.0,1012.37,,0.68,6.85,30-11-2018 02:52:54
36.25,Northeastern University,0.0,1012.38,,0.69,6.77,30-11-2018 02:52:54
36.87,South Station,0.0,1012.38,,0.67,6.89,30-11-2018 02:52:54
36.26,Theatre District,0.0,1012.38,,0.69,6.86,30-11-2018 02:52:54
36.26,West End,0.0,1012.37,,0.69,6.84,30-11-2018 02:52:54
41.46,Beacon Hill,0.91,1028.96,,0.7,4.53,14-12-2018 20:45:02
42.12,South Station,0.91,1028.97,,0.69,4.56,14-12-2018 20:45:02
44.56,Back Bay,1.0,1008.38,0.0345,0.87,9.47,26-11-2018 23:12:14
44.51,Beacon Hill,1.0,1008.4,0.035,0.88,9.49,26-11-2018 23:12:14
44.52,Boston University,1.0,1008.36,0.0428,0.88,9.41,26-11-2018 23:12:14
44.51,Fenway,1.0,1008.36,0.036,0.88,9.42,26-11-2018 23:12:14
45.14,Financial District,1.0,1008.41,0.0282,0.85,9.52,26-11-2018 23:12:14
44.55,Haymarket Square,1.0,1008.42,0.033,0.87,9.51,26-11-2018 23:12:14
44.57,North End,1.0,1008.42,0.0328,0.87,9.51,26-11-2018 23:12:14
44.54,North Station,1.0,1008.42,0.0358,0.87,9.49,26-11-2018 23:12:14
44.51,Northeastern University,1.0,1008.37,0.032,0.88,9.45,26-11-2018 23:12:14
45.14,South Station,1.0,1008.41,0.0262,0.86,9.53,26-11-2018 23:12:14
44.51,West End,1.0,1008.41,0.036,0.88,9.49,26-11-2018 23:12:14
39.5,Beacon Hill,0.83,995.63,,0.66,10.83,28-11-2018 23:32:10
39.41,North Station,0.83,995.62,,0.66,10.84,28-11-2018 23:32:10
44.95,Back Bay,0.99,990.87,0.0087,0.97,6.14,27-11-2018 10:45:20
44.95,Beacon Hill,0.99,990.88,0.008,0.97,6.27,27-11-2018 10:45:20
44.88,Boston University,0.99,990.86,0.01,0.97,5.85,27-11-2018 10:45:20
44.83,Fenway,0.99,990.86,0.0123,0.97,5.92,27-11-2018 10:45:20
46.08,Financial District,0.99,990.88,0.008,0.93,6.47,27-11-2018 10:45:20
45.03,Haymarket Square,0.99,990.88,0.005,0.97,6.43,27-11-2018 10:45:20
45.06,North End,0.99,990.89,0.0063,0.97,6.49,27-11-2018 10:45:20
45.0,North Station,0.99,990.88,0.007,0.97,6.37,27-11-2018 10:45:20
44.66,Northeastern University,1.0,990.31,0.0087,0.95,4.6,27-11-2018 10:45:20
46.1,South Station,0.99,990.88,0.0087,0.93,6.46,27-11-2018 10:45:20
44.97,Theatre District,0.99,990.88,0.008,0.97,6.35,27-11-2018 10:45:20
44.94,West End,0.99,990.88,0.0073,0.97,6.32,27-11-2018 10:45:20
45.38,Theatre District,0.84,1013.55,,0.86,5.89,26-11-2018 16:35:09
43.51,Back Bay,0.95,989.14,,0.89,11.94,27-11-2018 14:45:20
43.54,Beacon Hill,0.95,989.11,,0.89,11.93,27-11-2018 14:45:20
43.33,Boston University,0.95,989.16,,0.89,12.01,27-11-2018 14:45:20
43.23,Fenway,0.95,989.18,,0.89,11.97,27-11-2018 14:45:20
44.16,Financial District,0.95,989.1,,0.87,11.87,27-11-2018 14:45:20
43.63,Haymarket Square,0.95,989.08,,0.89,11.89,27-11-2018 14:45:20
41.54,North End,1.0,988.57,,0.9,9.95,27-11-2018 14:45:20
43.56,North Station,0.95,989.08,,0.89,11.91,27-11-2018 14:45:20
41.35,Northeastern University,1.0,988.64,,0.9,9.92,27-11-2018 14:45:20
41.61,South Station,1.0,988.6,,0.89,9.97,27-11-2018 14:45:20
43.43,Theatre District,0.95,989.12,,0.89,11.9,27-11-2018 14:45:20
43.49,West End,0.95,989.09,,0.89,11.92,27-11-2018 14:45:20
40.62,Fenway,0.85,1026.94,,0.83,4.98,15-12-2018 00:45:02
40.97,Haymarket Square,0.86,1027.01,,0.82,5.43,15-12-2018 00:45:02
42.13,South Station,0.86,1026.95,,0.78,5.09,15-12-2018 00:45:02
40.63,West End,0.86,1026.94,,0.83,5.06,15-12-2018 00:45:02
36.33,Beacon Hill,1.0,1004.04,,0.93,9.75,17-12-2018 09:45:02
36.19,West End,1.0,1004.04,,0.93,9.76,17-12-2018 09:45:02
37.7,Boston University,0.63,1001.84,,0.69,9.95,29-11-2018 08:53:00
42.64,Boston University,1.0,1017.4,,0.72,9.59,16-12-2018 17:45:01
42.49,Haymarket Square,1.0,1017.42,,0.72,9.87,16-12-2018 17:45:01
42.51,North End,1.0,1017.42,,0.72,9.9,16-12-2018 17:45:01
42.43,Back Bay,0.49,1023.05,,0.57,1.04,01-12-2018 17:52:54
42.37,Beacon Hill,0.5,1023.06,,0.57,1.0,01-12-2018 17:52:54
42.47,Boston University,0.49,1023.05,,0.56,1.04,01-12-2018 17:52:54
42.41,Fenway,0.49,1023.05,,0.57,1.07,01-12-2018 17:52:54
42.27,Financial District,0.5,1023.06,,0.57,1.01,01-12-2018 17:52:54
42.39,Haymarket Square,0.5,1023.06,,0.57,0.98,01-12-2018 17:52:54
42.41,North End,0.5,1023.06,,0.57,0.97,01-12-2018 17:52:54
42.39,North Station,0.5,1023.06,,0.57,0.97,01-12-2018 17:52:54
42.41,Northeastern University,0.49,1023.05,,0.57,1.08,01-12-2018 17:52:54
42.28,South Station,0.5,1023.06,,0.57,1.02,01-12-2018 17:52:54
42.36,Theatre District,0.5,1023.06,,0.57,1.03,01-12-2018 17:52:54
42.35,West End,0.5,1023.06,,0.57,0.98,01-12-2018 17:52:54
35.84,Back Bay,0.78,1001.92,,0.66,10.81,18-12-2018 04:45:01
35.88,Boston University,0.78,1001.95,,0.66,10.69,18-12-2018 04:45:01
36.27,Financial District,0.78,1001.88,,0.65,10.93,18-12-2018 04:45:01
35.8,North End,0.78,1001.87,,0.66,10.93,18-12-2018 04:45:01
35.74,North Station,0.78,1001.88,,0.66,10.89,18-12-2018 04:45:01
35.71,Northeastern University,0.79,1001.94,,0.66,10.76,18-12-2018 04:45:01
35.69,Theatre District,0.78,1001.89,,0.66,10.89,18-12-2018 04:45:01
28.01,Back Bay,0.34,1034.71,,0.77,2.48,14-12-2018 07:45:01
28.01,Beacon Hill,0.34,1034.71,,0.77,2.48,14-12-2018 07:45:01
27.91,Boston University,0.35,1034.7,,0.77,2.45,14-12-2018 07:45:01
27.86,Fenway,0.35,1034.7,,0.77,2.46,14-12-2018 07:45:01
28.11,Financial District,0.33,1034.72,,0.77,2.5,14-12-2018 07:45:01
28.12,Haymarket Square,0.34,1034.71,,0.77,2.49,14-12-2018 07:45:01
28.16,North End,0.34,1034.71,,0.77,2.49,14-12-2018 07:45:01
28.09,North Station,0.34,1034.71,,0.77,2.48,14-12-2018 07:45:01
27.89,Northeastern University,0.34,1034.7,,0.78,2.47,14-12-2018 07:45:01
28.1,South Station,0.33,1034.72,,0.78,2.5,14-12-2018 07:45:01
28.01,Theatre District,0.33,1034.71,,0.78,2.49,14-12-2018 07:45:01
28.02,West End,0.34,1034.71,,0.77,2.48,14-12-2018 07:45:01
51.81,Back Bay,0.91,1021.29,,0.73,5.5,15-12-2018 18:45:01
51.79,Boston University,0.92,1021.3,,0.73,5.4,15-12-2018 18:45:01
51.87,Haymarket Square,0.9,1021.3,,0.73,5.6,15-12-2018 18:45:01
51.87,North End,0.89,1021.3,,0.73,5.62,15-12-2018 18:45:01
51.97,North Station,0.9,1021.31,,0.72,5.58,15-12-2018 18:45:01
52.0,Northeastern University,0.92,1021.28,,0.73,5.45,15-12-2018 18:45:01
43.2,Beacon Hill,0.92,1015.08,,0.73,10.08,16-12-2018 19:45:02
42.74,Boston University,0.95,1015.0,,0.74,9.59,16-12-2018 19:45:02
43.98,Financial District,0.93,1015.08,,0.71,10.22,16-12-2018 19:45:02
42.94,North Station,0.95,1015.02,,0.73,9.85,16-12-2018 19:45:02
43.28,Northeastern University,0.93,1015.06,,0.73,10.04,16-12-2018 19:45:02
43.27,Theatre District,0.93,1015.07,,0.73,10.17,16-12-2018 19:45:02
42.88,West End,0.95,1015.02,,0.74,9.84,16-12-2018 19:45:02
40.19,Haymarket Square,0.94,1015.35,,0.95,2.38,26-11-2018 11:35:10
47.12,Beacon Hill,0.41,1021.65,,0.7,6.65,15-12-2018 21:45:02
47.09,Fenway,0.41,1021.65,,0.7,6.52,15-12-2018 21:45:02
48.52,Financial District,0.41,1021.65,,0.67,6.73,15-12-2018 21:45:02
47.06,Northeastern University,0.41,1021.64,,0.7,6.57,15-12-2018 21:45:02
48.48,South Station,0.41,1021.65,,0.67,6.73,15-12-2018 21:45:02
47.03,West End,0.42,1021.65,,0.7,6.67,15-12-2018 21:45:02
24.21,Back Bay,0.08,1026.82,,0.47,5.53,13-12-2018 03:41:45
24.19,Beacon Hill,0.08,1026.82,,0.47,5.6,13-12-2018 03:41:45
24.06,Boston University,0.08,1026.83,,0.48,5.37,13-12-2018 03:41:45
24.15,Fenway,0.08,1026.83,,0.48,5.41,13-12-2018 03:41:45
24.34,Financial District,0.08,1026.82,,0.47,5.7,13-12-2018 03:41:45
24.27,Haymarket Square,0.08,1026.82,,0.47,5.68,13-12-2018 03:41:45
24.3,North End,0.08,1026.82,,0.47,5.7,13-12-2018 03:41:45
24.24,North Station,0.08,1026.82,,0.47,5.64,13-12-2018 03:41:45
24.24,Northeastern University,0.08,1026.82,,0.48,5.49,13-12-2018 03:41:45
24.38,South Station,0.08,1026.82,,0.47,5.7,13-12-2018 03:41:45
24.3,Theatre District,0.08,1026.82,,0.47,5.64,13-12-2018 03:41:45
24.21,West End,0.08,1026.82,,0.47,5.62,13-12-2018 03:41:45
29.26,North Station,0.22,1021.62,,0.58,4.33,10-12-2018 01:58:33
27.75,South Station,0.22,1021.62,,0.61,4.34,10-12-2018 01:58:33
29.21,West End,0.22,1021.62,,0.58,4.32,10-12-2018 01:58:33
28.9,Beacon Hill,0.25,1021.52,,0.59,5.1,10-12-2018 02:35:07
28.92,Haymarket Square,0.25,1021.52,,0.59,5.15,10-12-2018 02:35:07
28.94,South Station,0.25,1021.52,,0.6,5.14,10-12-2018 02:35:07
37.98,Back Bay,0.6,999.9,,0.7,9.98,29-11-2018 06:22:41
38.03,Boston University,0.6,999.91,,0.7,9.9,29-11-2018 06:22:41
37.97,North End,0.61,999.87,,0.7,10.04,29-11-2018 06:22:41
37.86,North Station,0.61,999.88,,0.7,10.01,29-11-2018 06:22:41
37.73,Northeastern University,0.6,999.91,,0.71,9.97,29-11-2018 06:22:41
38.3,South Station,0.6,999.88,,0.69,10.06,29-11-2018 06:22:41
37.75,Theatre District,0.6,999.88,,0.71,10.03,29-11-2018 06:22:41
37.81,West End,0.61,999.88,,0.7,10.0,29-11-2018 06:22:41
